Row ID,Order ID,Order Date,Ship Date,New Ship Date,Ship Mode,Customer ID,Last Order Date,Recency (In Days),Recency Score,Frequency,Frequency Score,Monetary,Monetary Score,Customer Score,Customer Tier,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Customer Retention,,,Recency Date
8009,US-2024-147039-CHO-NUT-13000,2024-06-29,2029-12-25,2024-07-03,Standard Class,147039,2024-06-29,185,0.779260277,2,0.746002158,12.45,0.270479741,1.795742176,Second Tier,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
387,US-2021-158064-CHO-MIL-31000,2021-04-21,2026-10-16,2021-04-26,Standard Class,158064,2021-04-21,1350,0.037280487,1,0.995192779,10.55,0.220935936,1.253409202,Fourth Tier,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,0,,,
1397,US-2021-130729-CHO-MIL-31000,2021-10-24,2027-04-21,2021-10-28,Standard Class,130729,2021-10-24,1164,0.134405965,1,0.995192779,6.33,0.102815658,1.232414402,Fourth Tier,United States,Rancho Cucamonga,California,91730,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,0,,,
2117,US-2022-140921-CHO-TRI-54000,2022-02-03,2027-07-29,2022-02-07,First Class,140921,2022-02-03,1062,0.203571078,2,0.746002158,12.37,0.261453939,1.211027176,Fourth Tier,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
2121,US-2022-140921-CHO-NUT-13000,2022-02-03,2027-07-29,2022-02-06,First Class,140921,2022-02-03,1062,0.203571078,2,0.746002158,12.37,0.261453939,1.211027176,Fourth Tier,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,1,,,
2518,US-2022-109939-CHO-SCR-58000,2022-05-08,2027-11-02,2022-05-12,Standard Class,109939,2022-05-08,968,0.242225056,1,0.995192779,5,0.089178848,1.326596684,Fourth Tier,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,0,,,
3660,US-2022-114503-CHO-NUT-13000,2022-11-13,2028-05-09,2022-11-17,Standard Class,114503,2022-11-13,779,0.353477877,1,0.995192779,14.94,0.335033847,1.683704503,Second Tier,United States,Lebanon,Tennessee,37087,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,0,,,
5189,US-2023-126613-CHO-TRI-54000,2023-07-10,2029-01-05,2023-07-12,Standard Class,126613,2023-07-10,540,0.500049053,1,0.995192779,4.9,0.06671245,1.561954282,Third Tier,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,0,,,
6266,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,2023-11-16,Second Class,131065,2023-11-14,413,0.605219268,3,0.507603257,12.46,0.27106838,1.383890906,Third Tier,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
6269,US-2023-131065-CHO-SCR-58000,2023-11-14,2029-05-08,2023-11-17,Second Class,131065,2023-11-14,413,0.605219268,3,0.507603257,12.46,0.27106838,1.383890906,Third Tier,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1,,,
6271,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,2023-11-16,Second Class,131065,2023-11-14,413,0.605219268,3,0.507603257,12.46,0.27106838,1.383890906,Third Tier,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
8580,US-2024-169488-CHO-MIL-31000,2024-09-07,2030-03-02,2024-09-12,First Class,169488,2024-09-07,115,0.83792799,2,0.746002158,16.47,0.358579417,1.942509565,First Tier,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
8582,US-2024-169488-CHO-TRI-54000,2024-09-07,2030-03-02,2024-09-12,First Class,169488,2024-09-07,115,0.83792799,2,0.746002158,16.47,0.358579417,1.942509565,First Tier,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1,,,
9950,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,2024-12-15,Standard Class,100230,2024-12-11,20,0.97586579,3,0.507603257,14.82,0.328755028,1.812224075,Second Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,1,,,
9956,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,2024-12-14,Standard Class,100230,2024-12-11,20,0.97586579,3,0.507603257,14.82,0.328755028,1.812224075,Second Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
9961,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,2024-12-16,Standard Class,100230,2024-12-11,20,0.97586579,3,0.507603257,14.82,0.328755028,1.812224075,Second Tier,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
430,US-2021-155271-CHO-TRI-54000,2021-05-04,2026-10-25,2021-05-06,Same Day,155271,2021-05-04,1337,0.041891494,1,0.995192779,4.9,0.06671245,1.103796723,Fourth Tier,United States,Middletown,Connecticut,6457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,0,,,
5231,US-2023-121671-CHO-TRI-54000,2023-07-17,2029-01-11,2023-07-26,Standard Class,121671,2023-07-17,533,0.50495438,5,0.197390366,39.46,0.771804179,1.474148926,Third Tier,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
5232,US-2023-121671-CHO-SCR-58000,2023-07-17,2029-01-11,2023-07-20,Standard Class,121671,2023-07-17,533,0.50495438,5,0.197390366,39.46,0.771804179,1.474148926,Third Tier,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1,,,
5233,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,2023-07-19,Standard Class,121671,2023-07-17,533,0.50495438,5,0.197390366,39.46,0.771804179,1.474148926,Third Tier,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8,1,,,
5235,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,2023-07-21,Standard Class,121671,2023-07-17,533,0.50495438,5,0.197390366,39.46,0.771804179,1.474148926,Third Tier,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,1,,,
5237,US-2023-121671-CHO-FUD-51000,2023-07-17,2029-01-11,2023-07-21,Standard Class,121671,2023-07-17,533,0.50495438,5,0.197390366,39.46,0.771804179,1.474148926,Third Tier,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
5462,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,2023-08-29,Standard Class,114601,2023-08-26,493,0.527911312,5,0.197390366,37.37,0.752182871,1.477484548,Third Tier,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,1,,,
5464,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,2023-09-09,Standard Class,114601,2023-08-26,493,0.527911312,5,0.197390366,37.37,0.752182871,1.477484548,Third Tier,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
5469,US-2023-114601-CHO-TRI-54000,2023-08-26,2029-02-22,2023-08-28,Standard Class,114601,2023-08-26,493,0.527911312,5,0.197390366,37.37,0.752182871,1.477484548,Third Tier,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
5475,US-2023-114601-CHO-NUT-13000,2023-08-26,2029-02-22,2023-08-29,Standard Class,114601,2023-08-26,493,0.527911312,5,0.197390366,37.37,0.752182871,1.477484548,Third Tier,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,1,,,
5477,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,2023-08-30,Standard Class,114601,2023-08-26,493,0.527911312,5,0.197390366,37.37,0.752182871,1.477484548,Third Tier,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
7419,US-2024-114412-CHO-TRI-54000,2024-04-15,2029-10-11,2024-04-17,Standard Class,114412,2024-04-15,260,0.720298244,1,0.995192779,7.35,0.128715785,1.844206809,First Tier,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,0,,,
659,US-2021-154963-CHO-FUD-51000,2021-06-22,2026-12-18,2021-06-25,Standard Class,154963,2021-06-22,1288,0.064063573,3,0.507603257,25.68,0.571568724,1.143235554,Fourth Tier,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,1,,,
660,US-2021-154963-CHO-TRI-54000,2021-06-22,2026-12-18,2021-06-29,Standard Class,154963,2021-06-22,1288,0.064063573,3,0.507603257,25.68,0.571568724,1.143235554,Fourth Tier,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
665,US-2021-154963-CHO-MIL-31000,2021-06-22,2026-12-18,2021-06-24,Standard Class,154963,2021-06-22,1288,0.064063573,3,0.507603257,25.68,0.571568724,1.143235554,Fourth Tier,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1,,,
1760,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,2021-12-03,First Class,143210,2021-12-01,1126,0.170411066,3,0.507603257,15.93,0.353281664,1.031295987,Fourth Tier,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1,,,
1761,US-2021-143210-CHO-MIL-31000,2021-12-01,2027-05-26,2021-12-06,First Class,143210,2021-12-01,1126,0.170411066,3,0.507603257,15.93,0.353281664,1.031295987,Fourth Tier,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1,,,
1766,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,2021-12-06,First Class,143210,2021-12-01,1126,0.170411066,3,0.507603257,15.93,0.353281664,1.031295987,Fourth Tier,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1,,,
3701,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,2022-11-21,Standard Class,110863,2022-11-17,775,0.357794565,3,0.507603257,28.8,0.622682233,1.488080055,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,1,,,
3704,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,2022-11-21,Standard Class,110863,2022-11-17,775,0.357794565,3,0.507603257,28.8,0.622682233,1.488080055,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
3708,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,2022-11-20,Standard Class,110863,2022-11-17,775,0.357794565,3,0.507603257,28.8,0.622682233,1.488080055,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1,,,
5147,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,2023-07-08,First Class,147137,2023-07-04,546,0.497203964,4,0.330422839,37.31,0.751201805,1.578828608,Third Tier,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6,1,,,
5148,US-2023-147137-CHO-MIL-31000,2023-07-04,2028-12-26,2023-07-13,First Class,147137,2023-07-04,546,0.497203964,4,0.330422839,37.31,0.751201805,1.578828608,Third Tier,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1,,,
5150,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,2023-07-08,First Class,147137,2023-07-04,546,0.497203964,4,0.330422839,37.31,0.751201805,1.578828608,Third Tier,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1,,,
5151,US-2023-147137-CHO-NUT-13000,2023-07-04,2028-12-26,2023-07-06,First Class,147137,2023-07-04,546,0.497203964,4,0.330422839,37.31,0.751201805,1.578828608,Third Tier,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,1,,,
5575,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,2023-09-09,Standard Class,131205,2023-09-04,484,0.538997351,4,0.330422839,37.31,0.751201805,1.620621995,Second Tier,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1,,,
5581,US-2023-131205-CHO-SCR-58000,2023-09-04,2029-02-28,2023-09-06,Standard Class,131205,2023-09-04,484,0.538997351,4,0.330422839,37.31,0.751201805,1.620621995,Second Tier,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1,,,
5582,US-2023-131205-CHO-MIL-31000,2023-09-04,2029-02-28,2023-09-08,Standard Class,131205,2023-09-04,484,0.538997351,4,0.330422839,37.31,0.751201805,1.620621995,Second Tier,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1,,,
5588,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,2023-09-07,Standard Class,131205,2023-09-04,484,0.538997351,4,0.330422839,37.31,0.751201805,1.620621995,Second Tier,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,1,,,
9332,US-2024-157196-CHO-NUT-13000,2024-11-05,2030-05-02,2024-11-09,Standard Class,157196,2024-11-05,56,0.913568135,1,0.995192779,4.98,0.076817424,1.985578338,First Tier,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,0,,,
120,US-2021-152905-CHO-FUD-51000,2021-02-18,2026-08-17,2021-02-21,Standard Class,152905,2021-02-18,1412,0.011184146,1,0.995192779,4.8,0.054743451,1.061120377,Fourth Tier,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,0,,,
162,US-2021-156587-CHO-NUT-13000,2021-03-07,2026-08-29,2021-03-11,First Class,156587,2021-03-07,1395,0.01589326,3,0.507603257,16.89,0.371627588,0.895124105,Fourth Tier,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,1,,,
165,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,2021-03-10,First Class,156587,2021-03-07,1395,0.01589326,3,0.507603257,16.89,0.371627588,0.895124105,Fourth Tier,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
168,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,2021-03-09,First Class,156587,2021-03-07,1395,0.01589326,3,0.507603257,16.89,0.371627588,0.895124105,Fourth Tier,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1,,,
6176,US-2023-140935-CHO-MIL-31000,2023-11-10,2029-05-04,2023-11-13,First Class,140935,2023-11-10,417,0.598940449,2,0.746002158,9.2,0.171195919,1.516138526,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
6209,US-2023-140935-CHO-NUT-13000,2023-11-10,2029-05-04,2023-11-24,First Class,140935,2023-11-10,417,0.598940449,2,0.746002158,9.2,0.171195919,1.516138526,Third Tier,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
3230,US-2022-150511-CHO-MIL-31000,2022-09-18,2028-03-16,2022-09-21,Standard Class,150511,2022-09-18,835,0.311782596,1,0.995192779,4.22,0.042087707,1.349063083,Third Tier,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,0,,,
4434,US-2023-108637-CHO-MIL-31000,2023-03-13,2028-09-07,2023-03-17,Standard Class,108637,2023-03-13,659,0.428823703,3,0.507603257,19.12,0.425291867,1.361718827,Third Tier,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1,,,
4437,US-2023-108637-CHO-TRI-54000,2023-03-13,2028-09-07,2023-03-26,Standard Class,108637,2023-03-13,659,0.428823703,3,0.507603257,19.12,0.425291867,1.361718827,Third Tier,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
4442,US-2023-108637-CHO-SCR-58000,2023-03-13,2028-09-07,2023-03-17,Standard Class,108637,2023-03-13,659,0.428823703,3,0.507603257,19.12,0.425291867,1.361718827,Third Tier,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,1,,,
5504,US-2023-161207-CHO-NUT-13000,2023-08-29,2029-02-23,2023-09-01,Standard Class,161207,2023-08-29,490,0.530658295,1,0.995192779,7.47,0.142745021,1.668596095,Second Tier,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,0,,,
5520,US-2023-129714-CHO-SCR-58000,2023-09-01,2029-02-23,2023-09-04,First Class,129714,2023-09-01,487,0.533405278,5,0.197390366,29.49,0.635337977,1.366133621,Third Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1,,,
5522,US-2023-129714-CHO-FUD-51000,2023-09-01,2029-02-23,2023-09-03,First Class,129714,2023-09-01,487,0.533405278,5,0.197390366,29.49,0.635337977,1.366133621,Third Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1,,,
5526,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,2023-09-13,First Class,129714,2023-09-01,487,0.533405278,5,0.197390366,29.49,0.635337977,1.366133621,Third Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,1,,,
5527,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,2023-09-06,First Class,129714,2023-09-01,487,0.533405278,5,0.197390366,29.49,0.635337977,1.366133621,Third Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,1,,,
5530,US-2023-129714-CHO-TRI-54000,2023-09-01,2029-02-23,2023-09-10,First Class,129714,2023-09-01,487,0.533405278,5,0.197390366,29.49,0.635337977,1.366133621,Third Tier,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1,,,
7588,US-2024-159688-CHO-SCR-58000,2024-05-07,2029-11-02,2024-05-12,Standard Class,159688,2024-05-07,238,0.737172569,1,0.995192779,2.5,0.027469832,1.759835181,Second Tier,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,0,,,
8735,US-2024-134173-CHO-NUT-13000,2024-09-16,2030-03-14,2024-10-01,Standard Class,134173,2024-09-16,106,0.852643971,1,0.995192779,9.96,0.205631316,2.053468066,First Tier,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,0,,,
9329,US-2024-118213-OTH-GUM-21000,2024-11-05,2030-04-30,2024-11-07,First Class,118213,2024-11-05,56,0.913568135,3,0.507603257,28.9,0.624153831,2.045325223,First Tier,United States,Greenwood,Indiana,46142,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,1,,,
9331,US-2024-118213-CHO-TRI-54000,2024-11-05,2030-04-30,2024-11-08,First Class,118213,2024-11-05,56,0.913568135,3,0.507603257,28.9,0.624153831,2.045325223,First Tier,United States,Greenwood,Indiana,46142,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1,,,
9333,US-2024-118213-CHO-TRI-54000,2024-11-05,2030-04-30,2024-11-10,First Class,118213,2024-11-05,56,0.913568135,3,0.507603257,28.9,0.624153831,2.045325223,First Tier,United States,Greenwood,Indiana,46142,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13,1,,,
9340,US-2024-107174-CHO-TRI-54000,2024-11-06,2030-05-06,2024-11-20,Standard Class,107174,2024-11-06,55,0.916217012,3,0.507603257,28.03,0.614146964,2.037967232,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1,,,
9345,US-2024-107174-CHO-FUD-51000,2024-11-06,2030-05-06,2024-11-19,Standard Class,107174,2024-11-06,55,0.916217012,3,0.507603257,28.03,0.614146964,2.037967232,First Tier,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1,,,
